basin_code,basin_name,native_richness,exotic_richness,total_richness,latitude,longitude
Mkomazi,Mkomazi,48,1,49,-30.19733565,30.80621754
Yewa,Yewa,48,0,48,6.386272147,2.897184274
Ivondro,Ivondro,48,1,49,-18.167085,49.409027
Niemen,Niemen,48,10,58,55.34421726,21.19907787
Keep,Keep,48,0,48,-15.161666,129.20555
Kyongpo.chon,Kyongpo.chon,48,2,50,35.99829743,126.7657577
Arroio.Diluvio,Arroio.Diluvio,48,3,51,-30.04213191,-51.24518198
Pulau.Tioman.Island,Pulau.Tioman.Island,48,0,48,2.872004071,104.1842133
Belize,Belize,47,0,47,17.56352557,-88.2618117
Chamelecon,Chamelecon,47,1,48,15.89720717,-87.79544246
Presidio,Presidio,47,0,47,23.10015085,-106.292686
Babol,Babol,47,10,57,36.70362893,52.55133881
Riva,Riva,47,4,51,41.22919343,29.20618737
Normanby,Normanby,47,0,47,-14.480834,144.016937
Digul,Digul,47,0,47,-7.208565,139.204483
Qinjiang,Qinjiang,47,1,48,21.90331426,108.5902486
Tachia,Tachia,47,4,51,24.337359,120.55236
Lekki.Lagoon,Lekki.Lagoon,47,0,47,6.402617411,4.168153028
San.Pedro.Ivory.Coast,San.Pedro.Ivory.Coast,47,0,47,4.736811877,-6.608600732
Jurubatuba,Jurubatuba,47,0,47,-23.94609954,-46.29295814
Lena,Lena,47,0,47,73.33790503,126.556294
Ob,Ob,47,14,61,66.74102479,69.11777411
Purari,Purari,47,0,47,-7.804704889,144.9872039
Ruvuma,Ruvuma,47,0,47,-10.47065342,40.46096207
Ashley.USA,Ashley.USA,47,17,64,32.74690884,-79.89838077
Esmeraldas,Esmeraldas,46,0,46,0.990785267,-79.62426331
Itaunas,Itaunas,46,1,47,-18.42478,-39.69965133
Arroio.do.Conde,Arroio.do.Conde,46,0,46,-30.06670946,-51.30499479
Meuse,Meuse,46,27,73,51.68138695,4.132352819
Rhone,Rhone,46,23,69,43.35796581,4.749776148
Susurluk.Cayi,Susurluk.Cayi,46,4,50,40.3714725,28.01996038
Liverpool,Liverpool,46,0,46,-12.002777,134.249161
Labuk,Labuk,46,0,46,5.887812503,117.5057374
McArthur,McArthur,46,0,46,-15.85026067,136.7091508
Beimenjiang,Beimenjiang,46,2,48,19.765418,109.27764
Kerian,Kerian,46,3,49,5.186634777,100.4290327
Kokpokchan,Kokpokchan,46,2,48,36.82320158,126.8955258
Ong,Ong,46,2,48,36.20593903,126.5692245
Kennebec,Kennebec,46,16,62,43.90965514,-69.8012677
Peace,Peace,46,4,50,26.95270361,-82.01159996
Neva,Neva,46,2,48,60.2005674,29.52451085
Nanticoke,Nanticoke,46,0,46,38.40174857,-75.84140204
Axios,Axios,45,8,53,40.5217139,22.72278216
Holroyd,Holroyd,45,0,45,-14.166388,141.59195
Chongho.josuji,Chongho.josuji,45,2,47,35.7364353,126.6648239
Patalganga.Bhogawati,Patalganga.Bhogawati,45,7,52,18.86043849,72.94086958
Chilwa,Chilwa,45,1,46,,
Rhine,Rhine,45,27,72,52.00496385,4.140219116
Karouabo,Karouabo,44,0,44,5.263177798,-52.75254443
Arroio.do.Ribeiro,Arroio.do.Ribeiro,44,0,44,-30.27201746,-51.2919036
Alafia,Alafia,44,25,69,27.85057412,-82.40052739
Anasco,Anasco,44,2,46,18.255139,-67.18042
Hondo,Hondo,44,2,46,19.30707429,-87.66014564
Asi,Asi,44,2,46,36.04567933,35.9648516
Gonen,Gonen,44,4,48,40.33030216,27.61692117
Wapoga,Wapoga,44,0,44,-2.679253,136.055283
Deduru.Oya,Deduru.Oya,44,3,47,7.595695,79.78653
Jiaodong.He,Jiaodong.He,44,2,46,36.18060591,120.1072482
Ve,Ve,44,1,45,15.09376751,108.9154928
Po,Po,44,24,68,44.86795114,12.48932487
Fitzroy.Kimberley,Fitzroy.Kimberley,44,0,44,-17.519999,123.563614
Caroni,Caroni,44,0,44,10.613473,-61.487914
Punta.Del.Arenal,Punta.Del.Arenal,44,0,44,10.075139,-61.912362
Thames.USA,Thames.USA,44,15,59,41.31521981,-72.10723189
Armeria,Armeria,43,7,50,18.87080821,-103.9590948
Motagua,Motagua,43,0,43,15.73197633,-88.2361669
Myakka,Myakka,43,16,59,26.95114192,-82.3595806
Purificacion,Purificacion,43,2,45,19.29241795,-104.9069515
Sico,Sico,43,0,43,15.96963758,-84.88686047
Terraba,Terraba,43,0,43,8.957791823,-83.61366662
Ceyhan,Ceyhan,43,2,45,36.57710632,35.40700831
Bolgoda.lake,Bolgoda.lake,43,2,45,6.754584,79.886529
Farmington,Farmington,43,0,43,6.166101155,-10.40621381
Colorado.USA,Colorado.USA,43,95,138,31.90652542,-114.9300201
Papagayo,Papagayo,43,3,46,16.69647858,-99.6052768
Penboscot,Penboscot,43,8,51,44.56211104,-68.79906209
Fitzroy.Queensland,Fitzroy.Queensland,43,1,44,-23.45504313,150.8457434
Kivu,Kivu,43,1,44,,
Choptank,Choptank,43,28,71,38.80072663,-76.10905921
Little.Manatee,Little.Manatee,42,5,47,27.71276281,-82.47967123
Sainte.Croix,Sainte.Croix,42,4,46,45.16896961,-67.12333189
Skeena,Skeena,42,1,43,54.203504,-129.6325659
Biga,Biga,42,4,46,40.37134799,27.33628265
Gorgan,Gorgan,42,9,51,36.97261231,54.01433909
An.Lao,An.Lao,42,1,43,14.48542603,109.1106445
Bedti,Bedti,42,1,43,14.60337374,74.31897797
Tamshui,Tamshui,42,0,42,25.14772309,121.750137
Vinh.Tanh,Vinh.Tanh,42,0,42,13.85605663,109.2347642
Saloum,Saloum,42,0,42,14.00749899,-16.63960981
Save,Save,42,1,43,-21.00554778,35.06898034
Tangdu.ri,Tangdu.ri,42,2,44,34.96867192,126.4237955
Benevente,Benevente,41,4,45,-20.8081073,-40.64613107
Nhundiaquara,Nhundiaquara,41,0,41,-25.47414351,-48.70130309
Barranca,Barranca,41,0,41,9.942572333,-84.73424232
Housatonic,Housatonic,41,31,72,41.19129059,-73.09447181
Saint.Jean.USA,Saint.Jean.USA,41,7,48,45.27448151,-66.07091224
Tempisque,Tempisque,41,0,41,10.26547174,-85.28411014
Nambucca,Nambucca,41,1,42,-30.697695,152.991378
Batang.Kerang,Batang.Kerang,41,1,42,1.527455477,110.76722
Denmark,Denmark,41,1,42,-35.042163,117.331819
Tutong,Tutong,41,1,42,4.844721001,114.678886
Sampo.chon,Sampo.chon,41,2,43,34.90143464,126.5678817
Sinpyong.chon,Sinpyong.chon,41,2,43,35.86286042,126.7973739
Suifen,Suifen,41,3,44,43.3053653,131.8463241
Yok,Yok,41,2,43,36.95,126.6291667
Woleu,Woleu,41,0,41,1.5975767,9.64248021
Umbuluzi.River,Umbuluzi.River,41,0,41,-26.01889846,32.58526352
Boesmansrivier,Boesmansrivier,41,2,43,-33.69113088,26.6448163
Calabar.River,Calabar.River,41,0,41,4.893804711,8.278956793
Wes.Kleinemonderivier,Wes.Kleinemonderivier,41,0,41,-33.53801123,27.05548429
Archer,Archer,41,0,41,-13.365279,141.631393
Derwent.Tas,Derwent.Tas,41,9,50,-42.790429,147.292739
Hunter,Hunter,41,4,45,-32.92643195,151.7928709
Tone,Tone,41,17,58,35.74861859,140.8493486
Raritan,Raritan,41,0,41,40.47492097,-74.26646888
Palizada,Palizada,40,0,40,18.4601449,-91.79361092
Karamenderes,Karamenderes,40,4,44,40.00428274,26.21522075
Kizilirmak,Kizilirmak,40,3,43,41.71139574,35.90026792
Tully.Murray,Tully.Murray,40,0,40,-18.022499,146.057495
Lembang,Lembang,40,0,40,3.061363234,97.324166
Obongje,Obongje,40,2,42,36.84923693,126.83712
Kamdun.josuji,Kamdun.josuji,40,2,42,34.81225185,126.4831699
Mandad,Mandad,40,5,45,18.25872574,72.96267424
Trat,Trat,40,1,41,12.21024832,102.5805548
Pangani,Pangani,40,1,41,-5.40322522,39.0031105
Peipsi.Pskov,Peipsi.Pskov,40,3,43,59.44145025,27.97446013
Banka.island,Banka.island,40,0,40,-1.799342987,105.3874926
East.Gippsland,East.Gippsland,40,0,40,-37.556945,149.77916
Sungai.Kumbe,Sungai.Kumbe,40,1,41,-8.374012213,140.2297498
Swan,Swan,40,8,48,-32.05611,115.734443
Mackenzie,Mackenzie,40,3,43,69.2502252,-134.1729208
Pungwe,Pungwe,40,0,40,-19.6954657,34.65757567
Rio.Larde,Rio.Larde,40,0,40,-16.55452754,39.66279733
Passaic,Passaic,40,0,40,40.71500876,-74.11801725
Greens.Bayou,Greens.Bayou,40,13,53,29.71289704,-95.0640763
Fraser,Fraser,39,12,51,49.28860526,-123.0091425
Matina,Matina,39,1,40,10.122105,-83.19416704
Sibun,Sibun,39,0,39,17.41963595,-88.26129658
Yenice,Yenice,39,3,42,41.58549224,32.07883196
King.Edward,King.Edward,39,0,39,-14.15890164,126.5696703
Wai Bian,Wai Bian,39,1,40,-7.950556,140.067505
Temburong.Belalong,Temburong.Belalong,39,0,39,4.81171,115.037301
Aruvi.Aru,Aruvi.Aru,39,2,41,8.802581266,79.929306
Fenny,Fenny,39,0,39,22.76516975,91.35461318
Kongnung.chon,Kongnung.chon,39,2,41,37.76311764,126.6896601
Lingshui.He,Lingshui.He,39,4,43,18.491805,110.074586
Mzimvubu,Mzimvubu,39,2,41,-31.61876694,29.56004664
Rio.Moebase,Rio.Moebase,39,0,39,-17.04447969,38.67752246
Bakensrivier,Bakensrivier,39,2,41,-33.97043467,25.65103617
Mishamattawa,Mishamattawa,39,0,39,55.29303216,-85.1570341
Bagru,Bagru,39,0,39,7.780185009,-12.46105461
Quinebaug,Quinebaug,39,0,39,41.33582088,-71.99225881
Arroyo.Martin,Arroyo.Martin,38,1,39,-34.81529984,-57.97402117
Santiago,Santiago,38,0,38,1.174011912,-79.00152504
Aliakmon,Aliakmon,38,12,50,40.48095504,22.62873651
Buyukmenderes,Buyukmenderes,38,2,40,37.55591462,27.18458093
Wildman,Wildman,38,0,38,-12.29038609,132.0737732
Huongsan,Huongsan,38,2,40,36.03391317,129.3896979
Kersang,Kersang,38,1,39,2.09934103,102.4731848
Kuttiadi,Kuttiadi,38,2,40,11.56336091,75.58533776
Ky.Lo,Ky.Lo,38,0,38,13.30182526,109.2685653
Walawe.Ganga,Walawe.Ganga,38,3,41,6.105694,81.02903
Dibamba,Dibamba,38,0,38,3.866701012,9.735010134
Kymijoki,Kymijoki,38,3,41,60.47455475,26.91468346
Mitchell.Victoria,Mitchell.Victoria,38,8,46,-37.959999,147.77945
Shoalhaven,Shoalhaven,38,6,44,-34.929745,150.78447
Buhayrat.Maryut,Buhayrat.Maryut,38,0,38,31.14483331,29.7969806
Nariva,Nariva,38,0,38,10.463194,-61.039585
Salina.Grandes,Salina.Grandes,37,1,38,,
Capivari,Capivari,37,0,37,-30.20651332,-50.59659913
Crique.Vase,Crique.Vase,37,0,37,5.354955751,-52.83355807
Matapalo,Matapalo,37,0,37,10.32229151,-85.84203128
Aguan,Aguan,37,0,37,15.94933842,-85.68958632
Coco,Coco,37,0,37,14.97497851,-83.17029845
Bartin,Bartin,37,3,40,41.68469741,32.23384905
Firtina,Firtina,37,2,39,41.20904543,40.95673187
Gediz,Gediz,37,2,39,38.50784452,26.88418668
Glyde,Glyde,37,0,37,-12.2325,135.030839
Macleay,Macleay,37,2,39,-30.883889,153.045562
Sesayap,Sesayap,37,0,37,3.605001001,117.225768
Pulgap.chon,Pulgap.chon,37,2,39,35.28051542,126.3765301
Chogam.je,Chogam.je,37,2,39,34.82387115,126.6046779
Kuppam,Kuppam,37,2,39,11.98646981,75.28759766
Maduru.Oya,Maduru.Oya,37,2,39,7.880694,81.51847
Neyyar,Neyyar,37,2,39,8.316738198,77.06676426
Tadu,Tadu,37,0,37,24.212084,120.467918
Tanjiang,Tanjiang,37,2,39,21.97163,112.3825705
Gota.alv,Gota.alv,37,2,39,57.68498768,11.8783568
Yoshii.Okayama,Yoshii.Okayama,37,6,43,34.602596,133.981324
Chisan,Chisan,37,2,39,34.89069245,126.4253036
Yesilirmak,Yesilirmak,37,3,40,41.36738003,36.66380474
Nantucket.Island,Nantucket.Island,37,0,37,41.29552847,-70.13063166
Dukes.Island,Dukes.Island,37,0,37,41.34377474,-70.67496613
Aroa,Aroa,36,2,38,10.68776226,-68.29778914
Bebedero,Bebedero,36,0,36,10.24786042,-85.24231156
Coto,Coto,36,0,36,8.529303289,-83.13774573
Patuca,Patuca,36,0,36,15.81448452,-84.25270397
Sixaola,Sixaola,36,0,36,9.555735725,-82.54476072
Yaqui,Yaqui,36,24,60,27.66622568,-110.6116467
Aksu,Aksu,36,4,40,36.85649147,30.92849721
Anzali,Anzali,36,10,46,37.51475159,49.36760988
Devrekani.Cayi,Devrekani.Cayi,36,3,39,41.88553693,32.93692933
Tonekabon,Tonekabon,36,6,42,36.88640405,50.77651158
Sambas,Sambas,36,0,36,1.176158,108.970338
Isa,Isa,36,1,37,34.8911197,127.5168563
Klong.Khruv.Wai,Klong.Khruv.Wai,36,0,36,12.33151378,102.2869879
Dong.Cheon,Dong.Cheon,36,1,37,34.94641755,127.5918075
Etosha.Pan,Etosha.Pan,36,0,36,,
Albany,Albany,36,0,36,52.24051614,-81.62109231
Sacramento,Sacramento,36,39,75,38.11944357,-121.6961819
Severn.Can,Severn.Can,36,0,36,56.04882385,-87.56398721
Sangdo.josuji,Sangdo.josuji,36,2,38,36.9324314,126.5414889
Mije.josuji,Mije.josuji,36,2,38,35.89261788,126.691147
Seito.ri,Seito.ri,36,2,38,35.69734519,126.5711783
Olyuje,Olyuje,36,2,38,34.63333333,126.6125
Coasters.Island,Coasters.Island,36,0,36,41.48267788,-71.2794125
Lake.Eyre.Basin,Lake.Eyre.Basin,36,6,42,,
Dagua,Dagua,35,0,35,3.820335405,-77.12499046
Sambu,Sambu,35,0,35,8.084282799,-78.28308937
El.Fuerte,El.Fuerte,35,1,36,25.86206696,-109.4183854
Miramichi,Miramichi,35,2,37,47.10567192,-65.3210846
Moose,Moose,35,0,35,51.30219332,-80.48888787
Skagit,Skagit,35,0,35,48.33599979,-122.4394084
Bolaman,Bolaman,35,2,37,41.05395514,37.49135443
Dogankent.Cayi,Dogankent.Cayi,35,2,37,41.01538885,38.85358448
Melet.Cayi,Melet.Cayi,35,2,37,40.99440128,37.94165536
Georges,Georges,35,5,40,-34.005001,151.126664
Hastings,Hastings,35,1,36,-31.448153,152.933716
Choshui,Choshui,35,0,35,23.856806,120.250694
Gal.Oya,Gal.Oya,35,2,37,7.441805,81.821807
Kirindi.Oya,Kirindi.Oya,35,2,37,6.197083,81.301804
Chunggwang.je,Chunggwang.je,35,1,36,34.82404206,127.3656112
Kurau,Kurau,35,1,36,4.90253327,100.5146591
Maha.Oya,Maha.Oya,35,2,37,7.270139,79.842362
Semberong,Semberong,35,0,35,1.80505327,102.8892257
Rio.Ecuco,Rio.Ecuco,35,0,35,1.823286678,9.744195847
Deseado,Deseado,35,2,37,-47.83402976,-66.22170992
Titicaca,Titicaca,35,6,41,,
Kolyma,Kolyma,35,0,35,68.55691349,160.9832367
Klamath,Klamath,35,30,65,41.52149079,-124.0820206
Tehuantepec,Tehuantepec,35,8,43,16.17117567,-95.1442421
Dvina,Dvina,35,2,37,64.75188617,40.41289542
Wisla,Wisla,35,5,40,54.35647826,18.94783543
Yongju.josuji,Yongju.josuji,35,1,36,34.55316804,126.8081161
Haksan.chon,Haksan.chon,35,2,37,34.8000507,126.5719647
Hungnim.josuji,Hungnim.josuji,35,1,36,36.09558747,126.6251327
Bofon,Bofon,35,0,35,9.32560381,-13.32006368
Mangwol.chon,Mangwol.chon,35,2,37,34.69381409,126.5327031
Yaracuy,Yaracuy,34,1,35,10.58030152,-68.24340991
Candelaria,Candelaria,34,0,34,18.63952589,-91.27407906
Chehalis,Chehalis,34,17,51,46.95100981,-123.8520288
Manatee,Manatee,34,4,38,27.50621744,-82.59303076
Prinzapolka,Prinzapolka,34,0,34,13.41844962,-83.55842791
Aksu.North,Aksu.North,34,2,36,40.91762115,38.44059478
Keuprotchay,Keuprotchay,34,2,36,36.82911325,31.17082842
Mempawah,Mempawah,34,0,34,0.31,108.978606
Kala.Oya,Kala.Oya,34,2,36,8.28875,79.83048308
Kantalai.basin,Kantalai.basin,34,2,36,8.488751,81.137642
Chaetugol.soryuji,Chaetugol.soryuji,34,2,36,36.36968815,126.546416
Okku.josuji,Okku.josuji,34,2,36,35.90424225,126.66566
Maoling,Maoling,34,2,36,21.90837732,108.4672285
Menik.Ganga,Menik.Ganga,34,2,36,6.363749,81.533195
Great.Kei,Great.Kei,34,1,35,-32.67305806,28.37469565
Ebe,Ebe,34,0,34,4.761014837,8.532505994
Khatanga,Khatanga,34,0,34,73.03135491,106.1926736
Olenek,Olenek,34,0,34,72.98128405,120.5721191
Taz,Taz,34,0,34,67.61131359,78.92269918
Yana,Yana,34,0,34,71.62459316,136.048029
Loire,Loire,34,25,59,47.3121402,-1.972157356
Petchora,Petchora,34,1,35,68.23718394,54.06544277
Imchon.josuji,Imchon.josuji,34,2,36,34.57800935,126.7672225
Paliastomi,Paliastomi,34,1,35,42.04646967,41.72509931
Cocheco,Cocheco,34,13,47,43.06345633,-70.75262494
Pocomoke,Pocomoke,34,0,34,37.96002839,-75.63310706
Arroyo.Maldonado,Arroyo.Maldonado,33,0,33,-34.54757815,-58.45709131
Kucukmenderes,Kucukmenderes,33,2,35,37.95984917,27.25991984
Ouse,Ouse,33,13,46,52.814583,0.358055
Blyth,Blyth,33,0,33,-12.061665,134.552505
Tarra,Tarra,33,0,33,-38.667527,146.711028
Cisadane,Cisadane,33,6,39,-6.022779,106.613609
Cua.Can,Cua.Can,33,0,33,10.27837994,103.9235546
Daling.He,Daling.He,33,4,37,40.84072962,121.5787777
Kallayi,Kallayi,33,0,33,11.30594387,75.74470056
Lianjiang,Lianjiang,33,3,36,21.45606393,109.9319323
Mi.Oya,Mi.Oya,33,2,35,8.104305,79.815972
Osip,Osip,33,1,34,36.3473002,129.3955373
Yingna.He,Yingna.He,33,3,36,39.72071008,123.2598002
Jaguaripe,Jaguaripe,33,3,36,-13.05628793,-38.84807769
Haraz,Haraz,33,10,43,36.66310517,52.31974041
Kokemaenjoki,Kokemaenjoki,33,2,35,61.59292922,21.61033383
Onega,Onega,33,0,33,63.98558533,38.03677918
Seine,Seine,33,20,53,49.47170841,0.439870979
Whompoe,Whompoe,33,4,37,1.284285773,103.8796377
Yukon,Yukon,33,3,36,62.70948942,-164.5895303
Towon.Josuji,Towon.Josuji,33,1,34,38.30391453,128.5533668
Namsang.chon,Namsang.chon,33,1,34,34.59842698,127.0090572
Seyhan,Seyhan,33,2,35,36.59693486,35.24436886
Wicomico,Wicomico,33,0,33,38.23371003,-75.81865394
Transquaking,Transquaking,33,0,33,38.37086936,-75.97069781
Guariquen,Guariquen,32,0,32,10.41885703,-62.83214801
Urama,Urama,32,1,33,10.53495906,-68.2069691
Cangrejal,Cangrejal,32,0,32,15.79298047,-86.78978587
Lempa,Lempa,32,4,36,13.23527098,-88.7306716
Nestos,Nestos,32,9,41,40.85821581,24.78760258
Oymapinar,Oymapinar,32,3,35,36.76078466,31.414979
Rioni,Rioni,32,1,33,42.18702849,41.65367516
Sarbad,Sarbad,32,8,40,36.67231791,51.45452828
Schelde,Schelde,32,10,42,51.31799958,4.285411003
Trent.UK,Trent.UK,32,13,45,53.679027,-0.685279
Setekwa,Setekwa,32,0,32,-4.952153,137.294647
Chujin,Chujin,32,2,34,35.53404291,126.5889316
Kangp.o,Kangp.o,32,0,32,37.77860463,128.9511362
Kaoping,Kaoping,32,2,34,22.502639,120.36708
Eojeon.ji,Eojeon.ji,32,2,34,37.04344826,126.8417387
Kumbukkan.Oya,Kumbukkan.Oya,32,2,34,6.508472,81.705696
Maksimouka,Maksimouka,32,1,33,46.09440956,137.9414169
Pha,Pha,32,0,32,11.54259018,109.0303085
Polwatta.Ganga,Polwatta.Ganga,32,2,34,5.96875,80.446526
Yan.Oya,Yan.Oya,32,2,34,8.915139,81.015419
Kei,Kei,32,6,38,-33.29133052,27.46063867
Indigirka,Indigirka,32,0,32,70.98861416,151.7621472
Churchill,Churchill,32,0,32,58.68799205,-94.20671452
Dalaman.Cayi,Dalaman.Cayi,32,2,34,36.70206504,28.69445343
Chondae.josuji,Chondae.josuji,32,2,34,36.95300588,126.7225532
Genale.Wenz,Genale.Wenz,32,1,33,0.719261604,43.570065
Presumpscot,Presumpscot,32,0,32,43.71802399,-70.23314368
Arroio.Velhaco,Arroio.Velhaco,31,0,31,-30.88366513,-51.43386045
Champoton,Champoton,31,0,31,19.36876941,-90.7327675
Parismina,Parismina,31,2,33,10.29825912,-83.33436339
West.river,West.river,31,4,35,41.28182346,-72.90366153
Atrak,Atrak,31,5,36,37.40948251,53.9062651
Aude,Aude,31,15,46,43.20121547,3.247851805
Dead.Sea,Dead.Sea,31,10,41,,
Ebro,Ebro,31,22,53,40.67709326,0.808692307
Blackmore,Blackmore,31,0,31,-12.55611,130.87555
Finniss,Finniss,31,0,31,-12.878111,130.334579
Clyde.Aus,Clyde.Aus,31,0,31,-35.771388,150.234451
Gogol,Gogol,31,2,33,-5.329998999,145.758331
South.Johnstone,South.Johnstone,31,3,34,-17.500556,146.077775
Heda.Oya,Heda.Oya,31,2,33,6.821527,81.825973
Hu,Hu,31,0,31,38.11658006,128.6561083
Yudong.josuji,Yudong.josuji,31,2,33,36.70911286,126.4799911
Kwanum.am,Kwanum.am,31,1,32,37.50965713,129.1467
Ma.Oya,Ma.Oya,31,2,33,8.998749,80.909303
Maehwa,Maehwa,31,1,32,36.97563586,129.421271
Magalavatavan.Aru,Magalavatavan.Aru,31,2,33,7.719028,81.597084
Mahi,Mahi,31,1,32,11.69095105,75.53191126
Mundeni.Aru,Mundeni.Aru,31,2,33,7.761527,81.594864
Pankulam.Aru,Pankulam.Aru,31,2,33,8.790972,81.115692
Shiriya,Shiriya,31,1,32,12.61527991,74.92388265
Trang,Trang,31,1,32,7.328968214,99.52074498
Urubokka.Oya,Urubokka.Oya,31,2,33,6.063195,80.895142
Rio.Molocue,Rio.Molocue,31,0,31,-17.05172375,38.80676558
Dordogne,Dordogne,31,15,46,44.99817536,-0.550343391
Enguri,Enguri,31,1,32,42.39760898,41.55312524
Kalixalven,Kalixalven,31,4,35,65.77129617,22.96071998
Tornealven,Tornealven,31,0,31,65.81111421,24.16712461
Nam.chon,Nam.chon,31,1,32,38.38975051,128.4981292
Tonji,Tonji,31,2,33,36.92639802,126.478038
Saco,Saco,31,0,31,43.4719558,-70.35895661
Ribera.da.Imbacuaba,Ribera.da.Imbacuaba,30,1,31,-17.0848476,-39.17221699
Guacimal,Guacimal,30,0,30,10.04601477,-84.9352232
Lancetilla,Lancetilla,30,0,30,15.78926565,-87.48718868
New.Belize,New.Belize,30,0,30,18.36067132,-88.38374758
Nisqually,Nisqually,30,6,36,47.10000935,-122.6965364
San.Joaquin,San.Joaquin,30,34,64,38.0277558,-121.466095
Bakir.Cayi,Bakir.Cayi,30,2,32,38.91973553,26.99115435
Settlement.creek,Settlement.creek,30,0,30,-16.68788,138.177566
Wawoi,Wawoi,30,0,30,-8.004166,143.51805
Andella.Oya,Andella.Oya,30,2,32,7.490695,81.759582
Kadalundi,Kadalundi,30,1,31,11.00852086,75.85839
Yosul.bangjuk,Yosul.bangjuk,30,1,31,36.59351227,126.5221053
Wolp.yong,Wolp.yong,30,2,32,34.69108779,127.1505864
Poronai,Poronai,30,1,31,49.264722,143.217498
Puk,Puk,30,1,31,38.4100375,128.4850741
Ratmal.Oya,Ratmal.Oya,30,2,32,7.305139,79.836807
Tsengwen,Tsengwen,30,0,30,23.050416,120.070695
Yang,Yang,30,2,32,34.53381989,126.5140487
Zotsha,Zotsha,30,0,30,-30.77794807,30.43538721
Jaguaribe,Jaguaribe,30,1,31,-4.544950557,-37.68659152
Anabar,Anabar,30,0,30,72.6510916,113.7116702
Anadyr,Anadyr,30,1,31,64.68987991,174.5490035
Nadym,Nadym,30,0,30,66.25813385,72.1306995
Tagus,Tagus,30,12,42,39.08143067,-8.793469185
Nushagak,Nushagak,30,0,30,58.98793959,-158.0713725
Uisin.chon,Uisin.chon,30,1,31,34.414585,126.313468
Guapo,Guapo,29,0,29,10.32318757,-65.92985999
Peruipe,Peruipe,29,0,29,-17.9113617,-39.39862027
Rio.D.Una,Rio.D.Una,29,0,29,-28.3683171,-48.79734457
Santo,Santo,29,0,29,8.997141416,-79.13016291
Choluteca,Choluteca,29,1,30,13.09243182,-87.33371074
Dean,Dean,29,1,30,52.81809538,-126.9655867
Nass,Nass,29,1,30,54.98823819,-129.6469849
Restigouche,Restigouche,29,1,30,48.02334041,-66.70448474
Gudenaa,Gudenaa,29,6,35,56.59976956,10.29195883
Skjern.aa,Skjern.aa,29,5,34,55.85619458,8.162316725
Tagliamento,Tagliamento,29,6,35,45.69042564,13.08884653
Vidaa,Vidaa,29,4,33,54.8510487,8.644047685
Siaton.Negros,Siaton.Negros,29,5,34,9.052602755,123.0323108
Yarra,Yarra,29,9,38,-37.873257,144.902725
Kungye.chon,Kungye.chon,29,2,31,36.95691559,127.0055038
Houlong,Houlong,29,0,29,24.629027,120.757638
Karambalan.Oya,Karambalan.Oya,29,2,31,7.521249,79.79264
Korea.un.2,Korea.un.2,29,1,30,38.65633027,128.3613444
Suo.chon,Suo.chon,29,1,30,34.95631259,127.7172586
Lanyang,Lanyang,29,0,29,24.723194,121.830139
Malala.Oya,Malala.Oya,29,2,31,6.160138,81.183747
Touchien,Touchien,29,0,29,24.852638,120.9231965
Wila.Oya,Wila.Oya,29,2,31,6.75375,81.816253
Tana.lake,Tana.lake,29,0,29,,
Garonne,Garonne,29,25,54,44.99817536,-0.550343391
Oulujoki,Oulujoki,29,1,30,65.0474933,25.39292907
Ribe.aa,Ribe.aa,29,4,33,55.36124847,8.646656265
Simojoki,Simojoki,29,0,29,65.62661092,25.00025065
Wami.River,Wami.River,29,1,30,-6.21936127,38.86124071
Pathanthe.Aru,Pathanthe.Aru,29,2,31,7.654583,81.697084
Unjon.josuji,Unjon.josuji,29,2,31,34.46018303,126.722557
Tangjong.josuji,Tangjong.josuji,29,1,30,34.49367766,126.8041634
Seletar,Seletar,29,2,31,1.44834,103.84662
Puyallup,Puyallup,29,0,29,47.26873158,-122.4209839
Snohomish,Snohomish,29,0,29,48.01813673,-122.2020597
Pulau.Langkawi.Island,Pulau.Langkawi.Island,29,3,32,6.415142598,99.73684944
Itanhem,Itanhem,28,2,30,-17.54521637,-39.18784344
Klinaklini,Klinaklini,28,1,29,51.03793938,-125.620185
Russian,Russian,28,18,46,38.44374332,-123.1158251
Stikine,Stikine,28,1,29,56.60366368,-132.336239
Goksu,Goksu,28,2,30,36.3029239,33.99976647
Herault,Herault,28,15,43,43.29740547,3.461567922
Lamas.Cayi,Lamas.Cayi,28,2,30,36.55809852,34.24822986
Orb,Orb,28,12,40,43.23335369,3.301212626
Parnu,Parnu,28,2,30,58.3712206,24.47975526
Somme,Somme,28,10,38,50.18659089,1.654307488
Weser,Weser,28,5,33,53.41928052,8.501133151
Elliott,Elliott,28,1,29,-24.947222,152.485549
Pulliyanpota.Aru,Pulliyanpota.Aru,28,2,30,8.01264,81.491531
Ambalam.Oya,Ambalam.Oya,28,2,30,7.167917,81.831254
Ancharakandi,Ancharakandi,28,1,29,11.77914548,75.45850947
Bambawe.Oya,Bambawe.Oya,28,2,30,6.263194,81.411248
Paladi.Aru,Paladi.Aru,28,2,30,9.103195,80.877358
Churiyan.Aru,Churiyan.Aru,28,2,30,9.012082,80.888747
Bagura.Oya,Bagura.Oya,28,2,30,6.585418,81.748191
Kachigal.Ara,Kachigal.Ara,28,2,30,6.085417,80.948472
Kal.aru,Kal.aru,28,2,30,8.650971,79.942917
