basin_code,basin_name,native_richness,exotic_richness,total_richness,latitude,longitude
Kalagamu.Oya,Kalagamu.Oya,28,2,30,7.735139,79.791528
Kanakarayan.Aru,Kanakarayan.Aru,28,2,30,9.495833333,80.47916667
Kangikadichi.Aar,Kangikadichi.Aar,28,2,30,7.082083,81.862916
Karagan.Oya,Karagan.Oya,28,2,30,6.119583,81.101525
Karambe.Ara,Karambe.Ara,28,2,30,6.471805,81.672364
Karanda.Oya,Karanda.Oya,28,2,30,6.840139,81.838752
Karunde.Ara,Karunde.Ara,28,2,30,6.417639,81.619308
Kirama.Oya,Kirama.Oya,28,2,30,6.022084,80.800415
Kodalikkallu.Aru,Kodalikkallu.Aru,28,2,30,9.24764,80.83403
Koggala.lake,Koggala.lake,28,2,30,5.992362,80.312919
Kunchikumban.Aru,Kunchikumban.Aru,28,2,30,8.857917,81.06630172
Madampe.lake,Madampe.lake,28,2,30,6.234028,80.052917
Madurankuli.Aru,Madurankuli.Aru,28,2,30,7.98264,79.773194
Makarachchi.Aur,Makarachchi.Aur,28,2,30,8.190417,81.390419
Mandan.Aru,Mandan.Aru,28,2,30,8.144584,81.386253
Mee.Oya,Mee.Oya,28,2,30,8.950415,80.911529
Modaragam.Aru,Modaragam.Aru,28,2,30,8.570417,79.919586
Namadagas.Ara,Namadagas.Ara,28,2,30,6.445696,81.649322
Nay.Aru,Nay.Aru,28,2,30,9.140138,80.864859
Niyangolle.Ela,Niyangolle.Ela,28,2,30,7.807917,81.506532
Palampotta.Ara,Palampotta.Ara,28,2,30,8.508473,81.121802
Pannela.Oya,Pannela.Oya,28,2,30,7.134861,81.842362
Parangi.Aru,Parangi.Aru,28,2,30,9.085972,80.070968
Per.Aru,Per.Aru,28,2,30,9.2875,80.81666667
Pulakutti.Aru,Pulakutti.Aru,28,2,30,8.895971,81.028191
Rathambala.Oya,Rathambala.Oya,28,2,30,7.704305,79.796524
Rekawa.Oya,Rekawa.Oya,28,2,30,6.044027,80.83986
Rufus.kulam.Aru,Rufus.kulam.Aru,28,2,30,7.095972,81.860137
Saymena.Aar,Saymena.Aar,28,2,30,6.924305,81.850693
Tandiadi.Aar,Tandiadi.Aar,28,2,30,6.987362,81.866806
Telwatta.Ganga,Telwatta.Ganga,28,2,30,6.147083,80.099029
Tong,Tong,28,0,28,35.14895201,129.1311154
Mzimkulu,Mzimkulu,28,0,28,-30.73305136,30.4633323
Alazeja,Alazeja,28,0,28,70.8556341,153.2833674
Charente,Charente,28,13,41,45.95075104,-1.089650031
Norrstrom,Norrstrom,28,2,30,59.33688236,18.1313268
Thames.UK,Thames.UK,28,14,42,51.445973,0.426388
Ross.creek,Ross.creek,28,0,28,-19.238333,146.803604
Tamar,Tamar,28,6,34,-41.168056,146.8481222
Chungdomun,Chungdomun,28,1,29,38.18024902,128.6149748
Moongil.Ara,Moongil.Ara,28,2,30,8.161805,79.820138
Bodigoda.Aru,Bodigoda.Aru,28,2,30,8.100694,81.416526
Embilikala.Oya,Embilikala.Oya,28,2,30,6.168155677,81.199302
Kirimechchi.odai,Kirimechchi.odai,28,2,30,8.087914999,81.437921
Puhung.josuji,Puhung.josuji,28,2,30,34.52338288,126.766246
Mandipattu.Aru,Mandipattu.Aru,28,2,30,7.634028,81.725418
Pan.Oya,Pan.Oya,28,2,30,8.726805,81.16986
Butawa.Oya,Butawa.Oya,28,2,30,6.317362,81.484581
Mahaseelawa.Oya,Mahaseelawa.Oya,28,2,30,6.290138,81.43708
Katupila.Ara,Katupila.Ara,28,2,30,6.385417,81.57347
Girikula.Ara,Girikula.Ara,28,2,30,6.620694,81.765419
Helawe.Ara,Helawe.Ara,28,2,30,6.675416,81.776254
Vett.Aru,Vett.Aru,28,2,30,7.679861,81.68269149
Thumpankeni.Tank,Thumpankeni.Tank,28,2,30,7.503194,81.76014
Namakada.Aru,Namakada.Aru,28,2,30,7.563751,81.753472
Chava.Aru,Chava.Aru,28,2,30,9.034028,80.882081
Yongp.o,Yongp.o,28,1,29,38.24284016,128.5850457
Sillim.josuji,Sillim.josuji,28,2,30,35.55634375,126.6282389
Ratgama.lake,Ratgama.lake,28,2,30,6.089305,80.141808
Sinimodera.Oya,Sinimodera.Oya,28,2,30,6.000694,80.758469
Mandu.Ganga,Mandu.Ganga,28,2,30,6.249583,80.043197
Umpqua,Umpqua,28,0,28,43.71875657,-124.08355
Pinios.The,Pinios.The,28,1,29,39.88538239,22.73047936
Cangandi,Cangandi,27,0,27,9.517473065,-79.04659074
Serra.Espirito.Santo,Serra.Espirito.Santo,27,2,29,-20.12905923,-40.17631078
Adour,Adour,27,15,42,43.53499847,-1.498071638
Kodori,Kodori,27,1,28,42.81334265,41.13446295
Vilaine,Vilaine,27,15,42,47.50077345,-2.442417738
Jardine,Jardine,27,0,27,-10.91988019,142.2314802
Mossman,Mossman,27,0,27,-16.413889,145.409728
Bago.Negros,Bago.Negros,27,9,36,10.52397208,122.8326964
Kolan,Kolan,27,1,28,-24.651693,152.193694
Manning,Manning,27,3,30,-31.933055,152.622773
Benut,Benut,27,0,27,1.590374153,103.2588681
Sachon.Nae,Sachon.Nae,27,1,28,37.84401687,128.8878488
Sonaktong.gang,Sonaktong.gang,27,1,28,35.10323313,128.9164277
Namdae,Namdae,27,1,28,36.72138619,129.4716263
Pontian.Besar,Pontian.Besar,27,0,27,1.514228736,103.3885371
Alsek,Alsek,27,1,28,59.19133188,-138.4523888
Ankobra,Ankobra,27,0,27,4.884661373,-2.26686685
Uaso.Nyiro.River,Uaso.Nyiro.River,27,1,28,,
Sehnkwehn.River,Sehnkwehn.River,27,0,27,5.201903319,-9.336302892
Colorado.Argentina,Colorado.Argentina,27,4,31,-39.84977081,-62.23149228
Piasina,Piasina,27,0,27,73.10856675,86.68830265
Brenta,Brenta,27,8,35,45.23071931,12.22486413
Helmand,Helmand,27,10,37,,
Indalsalven,Indalsalven,27,1,28,62.51129792,17.39551843
Umealven,Umealven,27,1,28,63.70339274,20.35470842
West.lakes,West.lakes,27,0,27,-34.816387,138.489716
Hwasang.chon,Hwasang.chon,27,1,28,37.93903395,128.8042565
Korea.un.1,Korea.un.1,27,1,28,39.1465151,127.536953
Haemyong.ni,Haemyong.ni,27,1,28,34.940418,128.58792
Chasan.chon,Chasan.chon,27,1,28,38.44689672,128.4644326
Yanggil.li,Yanggil.li,27,2,29,36.83533356,126.3656112
Paekho.josuji,Paekho.josuji,27,2,29,34.62258155,126.6062948
Kahak.chosuji,Kahak.chosuji,27,1,28,34.45246219,126.898773
Pyoktong,Pyoktong,27,1,28,34.6451029,127.0798945
Cachoeira,Cachoeira,26,3,29,-14.81569081,-39.03316175
Mira.Ecuador,Mira.Ecuador,26,0,26,1.590874141,-78.98312664
Arroio.Teixeira,Arroio.Teixeira,26,0,26,-30.70429143,-51.38262912
Chocancharava,Chocancharava,26,2,28,,
Arroio.Douradinho,Arroio.Douradinho,26,0,26,-30.28701637,-51.28091603
San.Pedro.Panama,San.Pedro.Panama,26,0,26,7.898055636,-81.06071333
Argens,Argens,26,15,41,43.38439423,6.722169409
Guadalquivir,Guadalquivir,26,11,37,36.91145226,-6.214564232
Guadiana,Guadiana,26,12,38,37.18045861,-7.406330797
Severn.UK,Severn.UK,26,21,47,51.604583,-2.630833
Stour,Stour,26,8,34,51.955417,1.075278
Supsa,Supsa,26,1,27,42.00291814,41.75689294
Xanthos,Xanthos,26,2,28,36.27811326,29.28143593
Darbilla.creek,Darbilla.creek,26,0,26,-12.104445,134.841948
Koolatong,Koolatong,26,0,26,-13.28560456,135.964448
Limmen.Bight,Limmen.Bight,26,0,26,-15.056881,135.662093
Calvert,Calvert,26,0,26,-16.303057,137.776978
Alice,Alice,26,0,26,-19.181389,146.658341
Wyong,Wyong,26,1,27,-33.3328396,151.5022107
Merri,Merri,26,8,34,-38.39774766,142.4772487
Snowy,Snowy,26,6,32,-37.802162,148.495056
Tangmi,Tangmi,26,1,27,37.6390445,126.7313339
Pung.ho,Pung.ho,26,1,27,37.74495335,128.9895343
Kungok.chosuji,Kungok.chosuji,26,2,28,34.40968562,126.5167584
Perlis,Perlis,26,1,27,6.379114026,100.1379194
Sogumgang,Sogumgang,26,1,27,37.86786576,128.8671277
Taan,Taan,26,0,26,24.415418,120.602082
Wanglou.He,Wanglou.He,26,2,28,18.434311,108.858193
Breede,Breede,26,9,35,-34.4007766,20.82495347
Dodo,Dodo,26,0,26,4.549466471,-7.040859753
Dalalven,Dalalven,26,2,28,60.62963596,17.43271586
Kemijoki,Kemijoki,26,1,27,65.85796231,24.62911676
Koutno,Koutno,26,1,27,65.01370649,34.77829626
Cowan.creek,Cowan.creek,26,0,26,-33.60459234,151.2974492
Oktong.josuji,Oktong.josuji,26,2,28,36.31092755,126.5502682
Phattalung,Phattalung,26,1,27,7.733404852,100.1563827
Copper,Copper,26,0,26,60.66962591,-144.7088734
Kuskokwim,Kuskokwim,26,0,26,60.68221295,-161.9510657
Esquinas,Esquinas,26,0,26,8.705694891,-83.33580482
Kwangjong.chon,Kwangjong.chon,26,1,27,38.03713148,128.717391
Somsok.chon,Somsok.chon,26,1,27,37.77005958,128.9608866
Koup.chon,Koup.chon,26,1,27,34.56115327,126.990197
Green,Green,26,0,26,47.56609747,-122.3500632
Cedar,Cedar,26,32,58,47.67228188,-122.4106305
Biobio,Biobio,25,4,29,-36.81613133,-73.14928452
Corumbau,Corumbau,25,0,25,-16.91313048,-39.13113917
Reis.Magos,Reis.Magos,25,2,27,-20.03745342,-40.17320423
Lagoa.Negra,Lagoa.Negra,25,0,25,-30.37432562,-50.93189798
Unare,Unare,25,0,25,10.0656497,-65.08822079
Homathako,Homathako,25,1,26,50.88434659,-124.8769781
Moho,Moho,25,0,25,16.05289235,-88.85319905
Stillaguamish,Stillaguamish,25,5,30,48.19477602,-122.3675538
Taku,Taku,25,1,26,58.52466462,-133.8767323
Tuxpan,Tuxpan,25,0,25,20.98731041,-97.30082297
Basgoz.Cayi,Basgoz.Cayi,25,2,27,36.30841943,30.25029619
Kavlingean,Kavlingean,25,3,28,55.72577546,12.99293053
Loudias,Loudias,25,5,30,40.52167907,22.69148636
Nene,Nene,25,8,33,52.827084,0.221389
Bohle,Bohle,25,0,25,-19.19178291,146.7047022
Haughton,Haughton,25,0,25,-19.416945,147.350829
Hacking,Hacking,25,1,26,-34.005001,151.126664
Sungai.Sentiung,Sungai.Sentiung,25,0,25,-3.613186564,115.9195923
Fangcheng,Fangcheng,25,2,27,21.69438667,108.3439466
Okkye.josuji,Okkye.josuji,25,1,26,37.64081633,129.0673243
Muda,Muda,25,0,25,5.561693375,100.3562901
Vamanapuram,Vamanapuram,25,0,25,8.657098243,76.76542874
Mananjary,Mananjary,25,5,30,-21.245137,48.348472
Mangoro,Mangoro,25,10,35,-20.009027,48.77375
Nero,Nero,25,0,25,4.658089313,-6.909987736
Hroma,Hroma,25,0,25,71.77493199,144.9921424
Neka,Neka,25,8,33,36.82985619,53.15794677
Moyle,Moyle,25,0,25,-13.987223,129.734161
Isis,Isis,25,1,26,-25.16374613,152.627227
Rayu,Rayu,25,0,25,1.697666815,110.1434459
Karamana,Karamana,25,0,25,8.439178145,76.93802863
Fumm.Buhayrat.al.Manzalah,Fumm.Buhayrat.al.Manzalah,25,0,25,31.29640062,32.19778951
Lagune.Aby,Lagune.Aby,25,0,25,5.218634345,-3.205067512
Todje,Todje,25,0,25,5.761830662,0.779844017
Taegok.che,Taegok.che,25,1,26,34.75880055,127.2423111
Kangsu.josuji,Kangsu.josuji,25,1,26,36.74036286,126.3432723
Arroio.Sao.Lourenco,Arroio.Sao.Lourenco,24,0,24,-31.38646612,-51.97868413
Tumbez,Tumbez,24,1,25,-3.495426864,-80.50969973
Santa.Maria.Brazil,Santa.Maria.Brazil,24,1,25,-20.27895264,-40.2899997
Ubatiba,Ubatiba,24,1,25,-22.93525486,-42.47892323
Penjina,Penjina,24,0,24,62.47406048,165.4167671
Bramonas,Bramonas,24,3,27,25.18819214,-112.1216397
Cosumnes,Cosumnes,24,36,60,38.0835671,-121.5539933
Nacaome,Nacaome,24,1,25,13.38029501,-87.60311661
Nautla,Nautla,24,0,24,20.24229312,-96.7551488
Nazas,Nazas,24,11,35,,
Wawa,Wawa,24,0,24,13.91430509,-83.4422542
Bzipi,Bzipi,24,1,25,43.24153059,40.27193962
Derwent.UK,Derwent.UK,24,10,34,53.700139,-0.695833
Jucar,Jucar,24,14,38,39.17034093,-0.245191093
Khobi,Khobi,24,1,25,42.3231185,41.60636248
Mondego,Mondego,24,8,32,40.12362136,-8.835005244
Tajan,Tajan,24,8,32,36.82312884,53.12050226
Tees,Tees,24,6,30,54.62875,-1.191944
Wear,Wear,24,4,28,54.917083,-1.361945
Herbert,Herbert,24,0,24,-18.553888,146.325271
Myall.Crawford,Myall.Crawford,24,1,25,-32.67804198,152.1702136
Tempasuk,Tempasuk,24,0,24,6.424723001,116.403053
Tuross,Tuross,24,2,26,-36.08327711,150.1351466
Chittari,Chittari,24,0,24,12.25359429,75.10275382
Hoeya,Hoeya,24,0,24,35.38093065,129.3576127
Chukto.san,Chukto.san,24,1,25,36.49329255,129.4473983
Maup,Maup,24,1,25,37.395985,129.2380042
Sungai.Merbok,Sungai.Merbok,24,1,25,5.663672113,100.3604846
Taiyang.He,Taiyang.He,24,2,26,18.744304,110.447366
Tha.Chin,Tha.Chin,24,0,24,13.49756501,100.2650253
Tougur,Tougur,24,0,24,53.7742152,136.7816029
Xiaoling.He,Xiaoling.He,24,4,28,40.90962751,121.2419005
Ruvu.River,Ruvu.River,24,0,24,-6.392944672,38.89564965
Rupert,Rupert,24,0,24,51.50574957,-78.73171497
Eman,Eman,24,2,26,57.12979231,16.50684481
Hopkins,Hopkins,24,4,28,-38.404998,142.508897
Songam.josuji,Songam.josuji,24,1,25,36.47345612,126.6176864
Cai.Lap,Cai.Lap,24,0,24,10.178498,103.967475
Sinri.Sen,Sinri.Sen,24,1,25,37.89602337,128.8423424
Yongjon.josuji,Yongjon.josuji,24,1,25,36.52881501,126.5141708
Rogue,Rogue,24,0,24,42.42786346,-124.4236979
Deschutes,Deschutes,24,0,24,47.04834626,-122.9080704
Cedar.Bayou,Cedar.Bayou,24,7,31,29.70078265,-94.97047066
Rincon,Rincon,23,0,23,8.685959032,-83.46437686
Grande.Panama.2,Grande.Panama.2,23,0,23,8.296305491,-80.36381378
Aa,Aa,23,7,30,51.01710354,2.0982086
Avon.Moors,Avon.Moors,23,3,26,50.724862,-1.739167
Glen,Glen,23,7,30,52.90736,0.045278
Helge.a,Helge.a,23,1,24,55.8548579,14.22979261
Orne,Orne,23,7,30,49.29039246,-0.245405511
Tet,Tet,23,10,33,42.69260948,3.065136292
Vouga,Vouga,23,8,31,40.7176817,-8.711897529
Spring.creek,Spring.creek,23,0,23,-16.546667,145.492217
Tweed.Aus,Tweed.Aus,23,1,24,-28.18388417,153.5399814
Bellinger,Bellinger,23,1,24,-30.480746,153.039292
Bega.2,Bega.2,23,1,24,-36.73316547,149.9881311
Buller,Buller,23,2,25,-41.744447,171.561386
Lakekamu,Lakekamu,23,1,24,-8.20830142,146.1395866
Turama,Turama,23,0,23,-7.510856,143.732697
Wairau,Wairau,23,4,27,-41.42413,174.035415
Paebong.ni,Paebong.ni,23,1,24,38.54277841,128.417796
Saju.chon,Saju.chon,23,1,24,35.08246491,128.0695907
Kobang.chon,Kobang.chon,23,1,24,34.496529,126.201804
Kuantan,Kuantan,23,0,23,3.777166477,103.3453152
Sungai.Gurun,Sungai.Gurun,23,2,25,5.845712111,100.3711545
Keurbooms,Keurbooms,23,1,24,-34.03532252,23.38200915
Natashquan,Natashquan,23,0,23,50.13730057,-61.56461406
Blavet,Blavet,23,11,34,47.76111481,-3.304432746
Lake.Macquarie,Lake.Macquarie,23,1,24,-33.15979957,151.6315479
Middle.Harbour,Middle.Harbour,23,1,24,-33.808335,151.291671
Jamur,Jamur,23,0,23,-4.196111,134.742783
Diego.martin,Diego.martin,23,1,24,10.67375,-61.557918
Candapui,Candapui,23,0,23,-24.87674925,-47.80152483
Tonje.ri,Tonje.ri,23,1,24,37.604862,126.480698
Chinjuk.chosuji,Chinjuk.chosuji,23,1,24,36.43561873,126.5535954
Sinchon.josuji,Sinchon.josuji,23,1,24,34.61249421,127.0105087
Coquille,Coquille,23,0,23,43.12174233,-124.4174657
Skokomish,Skokomish,23,0,23,47.34140832,-123.1201343
Coyote.creek,Coyote.creek,23,0,23,37.468456,-122.0456684
Vashon.Island,Vashon.Island,23,0,23,47.47419078,-122.5002437
Cahy,Cahy,22,0,22,-17.01781111,-39.1599285
Grande.Argentina.2,Grande.Argentina.2,22,0,22,-37.77850743,-57.4412324
Inya,Inya,22,0,22,59.38117097,144.9204755
Goascoran,Goascoran,22,1,23,13.40495213,-87.81279954
Mayo,Mayo,22,0,22,26.73420523,-109.7995069
Petitcodiac,Petitcodiac,22,3,25,45.8693151,-64.5768426
San.Fernando,San.Fernando,22,2,24,24.9277613,-97.53195521
Dee.Wales,Dee.Wales,22,13,35,53.237914,-3.089167
Douro,Douro,22,14,36,41.15679619,-8.670761407
Ribble,Ribble,22,7,29,53.72236969,-2.938056
Soca,Soca,22,11,33,45.75123261,13.52606001
Taute,Taute,22,4,26,49.35700104,-1.173878547
Tay,Tay,22,6,28,56.35847,-3.28139
Goomadeer,Goomadeer,22,0,22,-11.836111,133.82611
Cooper.creek,Cooper.creek,22,0,22,-12.067407,132.677977
Don,Don,22,0,22,-19.95,148.175277
Ruamahanga,Ruamahanga,22,6,28,-41.39163495,175.1247731
Kitakami,Kitakami,22,1,23,38.411888,141.313675
Koya,Koya,22,0,22,34.066044,131.044984
Saem.mal,Saem.mal,22,1,23,37.39512168,126.7297022
Hadachon,Hadachon,22,1,23,36.79610344,129.4618951
Chogok.chon,Chogok.chon,22,1,23,36.13361237,129.4099227
Liugu.He,Liugu.He,22,3,25,40.27247259,120.5067867
Mahanadi,Mahanadi,22,1,23,20.24285421,86.64133434
Ooyodo,Ooyodo,22,3,25,31.8968229,131.464672
Tengqiao.Dong.He,Tengqiao.Dong.He,22,2,24,18.380141,109.75653
Uppala,Uppala,22,1,23,12.67344958,74.90053178
Tchegitun,Tchegitun,22,0,22,66.31666667,-170.3960339
Soumba,Soumba,22,0,22,9.783858915,-13.56251062
Negro.Argentina,Negro.Argentina,22,6,28,-41.04209967,-62.7985442
Hatyrka,Hatyrka,22,0,22,62.12923237,175.446818
Imandra,Imandra,22,0,22,67.1450473,32.42085384
Kor,Kor,22,6,28,,
Piave,Piave,22,7,29,45.5324929,12.71876752
Touloubre,Touloubre,22,14,36,43.44494825,5.058934773
Prince.Regent,Prince.Regent,22,0,22,-15.440279,125.069999
Billiton.Island,Billiton.Island,22,0,22,-3.065555,108.21
Winapsonggae,Winapsonggae,22,1,23,37.790416,126.487916
Kaesan.josuji,Kaesan.josuji,22,1,23,35.1012349,128.4922311
Oropouche.south,Oropouche.south,22,0,22,10.245484,-61.504577
Kumjon,Kumjon,22,1,23,34.711251,127.977912
Hyoja.je,Hyoja.je,22,1,23,36.71155427,126.2559921
Vem,Vem,22,0,22,10.362935,103.91629
Alemeda.creek,Alemeda.creek,22,40,62,37.59238213,-122.1418173
Siuslaw,Siuslaw,22,0,22,44.01941763,-124.1238021
Aconcagua,Aconcagua,21,6,27,-32.91282215,-71.53604087
Maipo,Maipo,21,10,31,-33.6102509,-71.64529983
Maullin,Maullin,21,3,24,-41.62722693,-73.08137379
Amguema,Amguema,21,0,21,69.88196423,174.3508082
Cuitzeo,Cuitzeo,21,5,26,,
Lean,Lean,21,0,21,15.84120907,-87.30393171
Platano,Platano,21,0,21,15.78473513,-84.60232849
Warunta,Warunta,21,0,21,15.47647459,-84.09992022
Avon.Eng,Avon.Eng,21,5,26,51.497639,-2.713055
Couesnon,Couesnon,21,5,26,48.63718774,-1.508796498
Eden,Eden,21,4,25,54.948471,-3.045278
Gumista,Gumista,21,1,22,42.99540345,40.9225051
Lez,Lez,21,12,33,43.58222693,4.054494799
Mand,Mand,21,2,23,28.14160323,51.26539874
Natanebi,Natanebi,21,1,22,41.8961157,41.77393639
Sado,Sado,21,7,28,38.4263024,-8.667590148
Tyne,Tyne,21,5,26,55.015695,-1.415833
West.Alligator,West.Alligator,21,0,21,-12.216111,132.296662
Towns,Towns,21,0,21,-14.925705,135.443832
Browns,Browns,21,2,23,-42.97566014,147.3361213
Clutha,Clutha,21,6,27,-46.321849,169.866775
Waitaki,Waitaki,21,7,28,-44.971917,171.125305
Koppi,Koppi,21,0,21,48.56125778,140.1746475
Kuam.chon,Kuam.chon,21,2,23,35.3454654,126.4587508
Yonghae.gang,Yonghae.gang,21,1,22,36.5543077,129.4353607
Mogral,Mogral,21,1,22,12.55027955,74.94997553
Syr.Darya,Syr.Darya,21,5,26,,
Goukou,Goukou,21,2,23,-34.38925522,21.4232992
Karatararivier,Karatararivier,21,1,22,-34.01910973,22.76586318
Tucacas2,Tucacas2,21,1,22,10.78765716,-68.32738994
Forth,Forth,21,4,25,56.060416,-3.731945
Kasari,Kasari,21,0,21,58.78534577,23.75770104
Lagan.Swe,Lagan.Swe,21,1,22,56.45356111,12.88250074
Morrumsan,Morrumsan,21,2,23,56.16783348,14.76144985
Changdo,Changdo,21,1,22,37.55080986,126.6577041
Wolga.je,Wolga.je,21,1,22,34.537362,126.235419
Colville,Colville,21,0,21,70.43293042,-151.2054327
Tucacas3,Tucacas3,21,1,22,10.75436015,-68.32030197
Tucacas1,Tucacas1,21,1,22,10.85770536,-68.30273652
Bejucal,Bejucal,21,1,22,10.55131369,-61.465973
Dam,Dam,21,1,22,10.078888,104.019446
Changsa.ri,Changsa.ri,21,1,22,36.28338476,129.3854615
Chire,Chire,21,1,22,37.695973,126.520972
Taesong.josuji,Taesong.josuji,21,1,22,37.16077302,126.8171493
Coos,Coos,21,25,46,43.3734037,-124.1375498
Blackstone,Blackstone,21,18,39,41.81765048,-71.39031042
Paria1,Paria1,20,0,20,10.52802346,-62.89635873
Apuka,Apuka,20,0,20,60.36788628,169.7063545
Pikasvaiam,Pikasvaiam,20,0,20,61.74018616,173.6301845
Actopan,Actopan,20,0,20,19.41811013,-96.31625781
Cocle.del.Norte,Cocle.del.Norte,20,0,20,9.071607756,-80.56750388
Margaree,Margaree,20,0,20,46.43985,-61.128886
North.Stann,North.Stann,20,0,20,16.94208706,-88.25089201
Sinaloa,Sinaloa,20,0,20,25.29069564,-108.5082701
Verde,Verde,20,8,28,15.9819364,-97.80919785
Acheloos,Acheloos,20,18,38,38.37829075,21.12185922
Annan.UK,Annan.UK,20,8,28,54.965137,-3.266945
Blackwater,Blackwater,20,3,23,51.976807,-7.842777755
Bollin,Bollin,20,6,26,53.327641,-2.763055
Buyuktchekmedje,Buyuktchekmedje,20,3,23,40.99157615,28.52274153
Dane,Dane,20,11,31,53.312084,-2.749516567
Dives,Dives,20,2,22,49.30895419,-0.10555384
Earn,Earn,20,3,23,56.350972,-3.273523849
Kunda,Kunda,20,1,21,59.54313727,26.53763029
Loobu,Loobu,20,0,20,59.58045075,25.80738366
Sevre.Niortaise,Sevre.Niortaise,20,11,31,46.31467756,-1.122936909
Slupia,Slupia,20,3,23,54.60476416,16.93391423
Teifi,Teifi,20,3,23,52.107082,-4.686388
Wye,Wye,20,12,32,51.617084,-2.6625
Trinity.Inlet,Trinity.Inlet,20,0,20,-16.898889,145.82222
Boghen,Boghen,20,2,22,-21.633055,165.4640546
Glenelg,Glenelg,20,7,27,-38.060978,140.992934
Manawatu,Manawatu,20,7,27,-40.471944,175.213883
Moruya,Moruya,20,1,21,-35.932498,150.160552
Sandy.creek,Sandy.creek,20,0,20,-15.1648436,129.2112394
Tamiang,Tamiang,20,1,21,4.407223,98.250831
Waiau,Waiau,20,7,27,-42.785556,173.37416
Waimakariri,Waimakariri,20,8,28,-43.392223,172.690551
Ma.chon,Ma.chon,20,0,20,37.17994453,129.3588848
Samarga,Samarga,20,0,20,47.21699151,138.7898901
Uda,Uda,20,0,20,54.73069045,135.2568492
Tabou,Tabou,20,0,20,4.403135002,-7.375518987
Raoutchoua,Raoutchoua,20,0,20,69.49591706,166.874981
Churchill.Atlantic,Churchill.Atlantic,20,0,20,53.28200571,-60.34422273
Angermanalven,Angermanalven,20,3,23,62.99835847,17.80860436
Ljungan,Ljungan,20,1,21,62.33173249,17.42396081
Parseta,Parseta,20,2,22,54.18193116,15.56182541
Coolongolook,Coolongolook,20,1,21,-32.233491,152.55658
Barwon,Barwon,20,7,27,-38.290342,144.502379
Eocheon.jeosuji,Eocheon.jeosuji,20,2,22,37.26788972,126.8709823
Kajwa.je,Kajwa.je,20,2,22,34.47675202,126.4821883
Arroio.Barcelo,Arroio.Barcelo,20,0,20,-30.24913842,-51.05606376
Oropouche.north,Oropouche.north,20,0,20,10.62044295,-61.028753
Shinden.ri,Shinden.ri,20,1,21,34.764863,127.947914
Pyongsan.po,Pyongsan.po,20,1,21,34.770974,127.851525
Sangam.dong,Sangam.dong,20,1,21,34.84168122,127.7400008
Rosario,Rosario,19,0,19,-34.44901935,-57.35861538
Tolten,Tolten,19,3,22,-39.19717475,-73.23383556
Kronockaja,Kronockaja,19,1,20,54.49141573,160.650014
Ohota,Ohota,19,0,19,59.33745592,143.0748653
Cuero.Salado,Cuero.Salado,19,0,19,15.79388075,-87.12398798
Esclavos,Esclavos,19,0,19,13.8431976,-90.33024195
Maria.Lucinda,Maria.Lucinda,19,0,19,13.74412558,-90.08846341
Monkey,Monkey,19,0,19,16.36531417,-88.4825542
Rio.de.Nizuc,Rio.de.Nizuc,19,0,19,21.06786509,-86.78855876
Ribra,Ribra,19,0,19,15.53269917,-84.20655494
Salinas,Salinas,19,9,28,36.72791967,-121.791287
Clyde.Scotland,Clyde.Scotland,19,14,33,55.932641,-4.535566424
Ems,Ems,19,2,21,53.32404206,7.342539909
Esk.UK,Esk.UK,19,3,22,54.98375,-3.056389
Ijser,Ijser,19,5,24,51.13335999,2.63988083
Jalle.Blanquefort,Jalle.Blanquefort,19,7,26,44.99817536,-0.550343391
Kelasuri,Kelasuri,19,1,20,42.94540628,41.05271014
Lay,Lay,19,10,29,46.34433993,-1.346900204
Sistan,Sistan,19,9,28,,
Valgejogi,Valgejogi,19,0,19,59.58759186,25.71851647
Drysdale,Drysdale,19,0,19,-13.967695,126.787948
Wooli.Wooli,Wooli.Wooli,19,0,19,-29.876944,153.266388
Camden.Haven,Camden.Haven,19,1,20,-31.72400415,152.804671
Narira.creek,Narira.creek,19,0,19,-36.359342,150.086
Paterson,Paterson,19,2,21,-38.12221752,145.1230727
Bruthen.creek,Bruthen.creek,19,0,19,-38.61136708,146.9138983
Brantas,Brantas,19,0,19,-7.584717999,112.8618918
Grey,Grey,19,4,23,-42.447743,171.209931
Markham,Markham,19,2,21,-6.78316,146.954376
Mokau,Mokau,19,4,23,-38.711216,174.610076
Natuna.Besar,Natuna.Besar,19,0,19,3.779093001,108.226676
Waitara,Waitara,19,5,24,-38.991315,174.232131
Taieri,Taieri,19,5,24,-46.091946,170.202225
Taramakau,Taramakau,19,5,24,-42.55566185,171.131887
Ghaggar,Ghaggar,19,0,19,23.84854315,68.77931376
Ithikkara,Ithikkara,19,0,19,8.819714565,76.64365701
Tuchon.chon,Tuchon.chon,19,1,20,36.98383178,129.4204648
Nansen.sui,Nansen.sui,19,1,20,35.1848819,128.6181747
Kuiburi,Kuiburi,19,0,19,12.03702192,99.92125339
Manjeswaram,Manjeswaram,19,1,20,12.70454763,74.8880482
Shimanto,Shimanto,19,0,19,32.93054815,133.0003075
Densu,Densu,19,0,19,5.511204405,-0.296042991
Kromrivier,Kromrivier,19,0,19,-34.15141267,24.83541354
Kamchatka,Kamchatka,19,2,21,56.22994677,162.4646919
